Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;EFA_weighted;EFA_km_weighted;EFA_WTT_weighted;EFA_WTT_km_weighted;EFA_WTW_weighted;EFA_WTW_km_weighted
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,0-1km;0.000901376;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,0-1km;0.000959919;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,0-1km;0.001021326;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,0-1km;0.00105307;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,0-1h,1-2km;0.000671438;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,1-2h,1-2km;0.001243706;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,2-3h,1-2km;0.001397992;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,3-4h,1-2km;0.001575749;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,4-5h,1-2km;0.001721092;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,5-6h,1-2km;0.001840441;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,6-7h,1-2km;0.001964171;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,7-8h,1-2km;0.002092511;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,8-9h,1-2km;0.0022257;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,1-2km;0.002363996;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,1-2km;0.002507668;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,1-2km;0.002657004;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,1-2km;0.002733698;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;BC (exhaust);Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,0-1h,0-1km;5.109712601;;1.121991634;;6.231704235;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,0-1h,0-1km;0.0;;1.121991634;;6.231704235;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,0-1h,0-1km;0.0;;1.121991634;;6.231704235;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,0-1h,0-1km;0.0;;1.121991634;;6.231704235;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,0-1h,0-1km;0.0;;1.121991634;;6.231704235;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,1-2h,0-1km;10.13629627;;2.177889347;;12.3141861;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,1-2h,0-1km;0.0;;2.177889347;;12.3141861;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,1-2h,0-1km;0.0;;2.177889347;;12.3141861;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,1-2h,0-1km;0.0;;2.177889347;;12.3141861;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,1-2h,0-1km;0.0;;2.177889347;;12.3141861;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,2-3h,0-1km;14.93011284;;3.253671885;;18.18378448;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,2-3h,0-1km;0.0;;3.253671885;;18.18378448;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,2-3h,0-1km;0.0;;3.253671885;;18.18378448;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,2-3h,0-1km;0.0;;3.253671885;;18.18378448;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,2-3h,0-1km;0.0;;3.253671885;;18.18378448;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,3-4h,0-1km;20.14479637;;4.448170185;;24.59296608;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,3-4h,0-1km;0.0;;4.448170185;;24.59296608;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,3-4h,0-1km;0.0;;4.448170185;;24.59296608;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,3-4h,0-1km;0.0;;4.448170185;;24.59296608;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,3-4h,0-1km;0.0;;4.448170185;;24.59296608;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,4-5h,0-1km;25.36070251;;5.654352188;;31.0150547;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,4-5h,0-1km;0.0;;5.654352188;;31.0150547;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,4-5h,0-1km;0.0;;5.654352188;;31.0150547;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,4-5h,0-1km;0.0;;5.654352188;;31.0150547;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,4-5h,0-1km;0.0;;5.654352188;;31.0150547;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,5-6h,0-1km;30.74111176;;6.910874367;;37.65198517;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,5-6h,0-1km;0.0;;6.910874367;;37.65198517;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,5-6h,0-1km;0.0;;6.910874367;;37.65198517;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,5-6h,0-1km;0.0;;6.910874367;;37.65198517;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,5-6h,0-1km;0.0;;6.910874367;;37.65198517;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,6-7h,0-1km;36.12154007;;8.167399406;;44.28894043;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,6-7h,0-1km;0.0;;8.167399406;;44.28894043;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,6-7h,0-1km;0.0;;8.167399406;;44.28894043;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,6-7h,0-1km;0.0;;8.167399406;;44.28894043;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,6-7h,0-1km;0.0;;8.167399406;;44.28894043;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,7-8h,0-1km;41.50194931;;9.423920631;;50.92586899;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,7-8h,0-1km;0.0;;9.423920631;;50.92586899;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,7-8h,0-1km;0.0;;9.423920631;;50.92586899;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,7-8h,0-1km;0.0;;9.423920631;;50.92586899;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,7-8h,0-1km;0.0;;9.423920631;;50.92586899;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,8-9h,0-1km;46.88237;;10.68044281;;57.56281281;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,8-9h,0-1km;0.0;;10.68044281;;57.56281281;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,8-9h,0-1km;0.0;;10.68044281;;57.56281281;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,8-9h,0-1km;0.0;;10.68044281;;57.56281281;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,8-9h,0-1km;0.0;;10.68044281;;57.56281281;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,9-10h,0-1km;52.26277924;;11.9369669;;64.19974518;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,9-10h,0-1km;0.0;;11.9369669;;64.19974518;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,9-10h,0-1km;0.0;;11.9369669;;64.19974518;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,9-10h,0-1km;0.0;;11.9369669;;64.19974518;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,9-10h,0-1km;0.0;;11.9369669;;64.19974518;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,10-11h,0-1km;57.64319611;;13.19348907;;70.83668518;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,10-11h,0-1km;0.0;;13.19348907;;70.83668518;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,10-11h,0-1km;0.0;;13.19348907;;70.83668518;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,10-11h,0-1km;0.0;;13.19348907;;70.83668518;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,10-11h,0-1km;0.0;;13.19348907;;70.83668518;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,11-12h,0-1km;63.02360916;;14.45001221;;77.47361755;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,11-12h,0-1km;0.0;;14.45001221;;77.47361755;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,11-12h,0-1km;0.0;;14.45001221;;77.47361755;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,11-12h,0-1km;0.0;;14.45001221;;77.47361755;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,11-12h,0-1km;0.0;;14.45001221;;77.47361755;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,>12h,0-1km;65.73929596;;15.08430767;;80.82360077;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,>12h,0-1km;0.0;;15.08430767;;80.82360077;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,>12h,0-1km;0.0;;15.08430767;;80.82360077;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,>12h,0-1km;0.0;;15.08430767;;80.82360077;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,>12h,0-1km;0.0;;15.08430767;;80.82360077;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,0-1h,1-2km;7.835350513;;1.769385695;;9.604736328;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,0-1h,1-2km;0.0;;1.769385695;;9.604736328;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,0-1h,1-2km;0.0;;1.769385695;;9.604736328;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,0-1h,1-2km;0.0;;1.769385695;;9.604736328;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,0-1h,1-2km;0.0;;1.769385695;;9.604736328;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,1-2h,1-2km;20.35654259;;4.59964323;;24.95618629;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,1-2h,1-2km;0.0;;4.59964323;;24.95618629;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,1-2h,1-2km;0.0;;4.59964323;;24.95618629;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,1-2h,1-2km;0.0;;4.59964323;;24.95618629;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,1-2h,1-2km;0.0;;4.59964323;;24.95618629;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,2-3h,1-2km;31.67054558;;7.21982193;;38.8903656;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,2-3h,1-2km;0.0;;7.21982193;;38.8903656;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,2-3h,1-2km;0.0;;7.21982193;;38.8903656;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,2-3h,1-2km;0.0;;7.21982193;;38.8903656;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,2-3h,1-2km;0.0;;7.21982193;;38.8903656;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,3-4h,1-2km;43.43369675;;9.966424942;;53.4001236;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,3-4h,1-2km;0.0;;9.966424942;;53.4001236;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,3-4h,1-2km;0.0;;9.966424942;;53.4001236;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,3-4h,1-2km;0.0;;9.966424942;;53.4001236;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,3-4h,1-2km;0.0;;9.966424942;;53.4001236;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,4-5h,1-2km;55.20484924;;12.72656059;;67.93141174;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,4-5h,1-2km;0.0;;12.72656059;;67.93141174;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,4-5h,1-2km;0.0;;12.72656059;;67.93141174;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,4-5h,1-2km;0.0;;12.72656059;;67.93141174;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,4-5h,1-2km;0.0;;12.72656059;;67.93141174;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,5-6h,1-2km;67.21322632;;15.55468369;;82.76791382;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,5-6h,1-2km;0.0;;15.55468369;;82.76791382;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,5-6h,1-2km;0.0;;15.55468369;;82.76791382;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,5-6h,1-2km;0.0;;15.55468369;;82.76791382;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,5-6h,1-2km;0.0;;15.55468369;;82.76791382;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,6-7h,1-2km;79.22158813;;18.38280869;;97.60440063;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,6-7h,1-2km;0.0;;18.38280869;;97.60440063;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,6-7h,1-2km;0.0;;18.38280869;;97.60440063;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,6-7h,1-2km;0.0;;18.38280869;;97.60440063;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,6-7h,1-2km;0.0;;18.38280869;;97.60440063;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,7-8h,1-2km;91.22999573;;21.21093369;;112.4409332;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,7-8h,1-2km;0.0;;21.21093369;;112.4409332;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,7-8h,1-2km;0.0;;21.21093369;;112.4409332;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,7-8h,1-2km;0.0;;21.21093369;;112.4409332;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,7-8h,1-2km;0.0;;21.21093369;;112.4409332;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,8-9h,1-2km;103.2383652;;24.03905869;;127.27742;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,8-9h,1-2km;0.0;;24.03905869;;127.27742;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CO2e;Urban;TØ,8-9h,1-2km;0.0;;24.03905869;;127.27742;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CO2e;Urban;TØ,8-9h,1-2km;0.0;;24.03905869;;127.27742;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CO2e;Urban;TØ,8-9h,1-2km;0.0;;24.03905869;;127.27742;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CO2e;Urban;TØ,9-10h,1-2km;115.2467804;;26.86717987;;142.1139526;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CO2e;Urban;TØ,9-10h,1-2km;0.0;;26.86717987;;142.1139526;
